,P1X,P1Y,P2X,P2Y,P3X,P3Y,P4X,P4Y,P5X,P5Y,P6X,P6Y,P7X,P7Y,P8X,P8Y,P9X,P9Y,Gesto
0,0.19666666666666666,0.53,0.36666666666666664,0.11833333333333333,0.485,0.06666666666666667,0.585,0.135,0.6883333333333334,0.31666666666666665,0.3283333333333333,0.7683333333333333,0.43,0.5516666666666666,0.51,0.5616666666666666,0.575,0.6233333333333333,1
1,0.195,0.5333333333333333,0.36666666666666664,0.11833333333333333,0.485,0.06666666666666667,0.5833333333333334,0.13333333333333333,0.6933333333333334,0.325,0.3283333333333333,0.7683333333333333,0.43,0.55,0.51,0.5616666666666666,0.5733333333333334,0.62,1
2,0.195,0.5333333333333333,0.36666666666666664,0.11833333333333333,0.4866666666666667,0.06666666666666667,0.5833333333333334,0.13166666666666665,0.6916666666666667,0.32166666666666666,0.3283333333333333,0.7683333333333333,0.43,0.5516666666666666,0.51,0.5616666666666666,0.5733333333333334,0.62,1
3,0.195,0.5333333333333333,0.36666666666666664,0.11833333333333333,0.485,0.065,0.585,0.13333333333333333,0.6916666666666667,0.32166666666666666,0.3283333333333333,0.7683333333333333,0.43,0.5516666666666666,0.51,0.56,0.575,0.6233333333333333,1
4,0.195,0.5333333333333333,0.36666666666666664,0.11833333333333333,0.485,0.065,0.5866666666666667,0.135,0.69,0.31833333333333336,0.3283333333333333,0.7683333333333333,0.43,0.55,0.51,0.5616666666666666,0.5733333333333334,0.62,1
5,0.195,0.5333333333333333,0.36666666666666664,0.11833333333333333,0.4866666666666667,0.065,0.5816666666666667,0.13,0.6916666666666667,0.32166666666666666,0.3283333333333333,0.7666666666666667,0.43,0.5516666666666666,0.51,0.5633333333333334,0.575,0.6233333333333333,1
6,0.195,0.5333333333333333,0.36666666666666664,0.11833333333333333,0.4866666666666667,0.065,0.5833333333333334,0.13166666666666665,0.69,0.31833333333333336,0.33,0.7633333333333333,0.43,0.5516666666666666,0.51,0.5616666666666666,0.5733333333333334,0.62,1
7,0.195,0.5333333333333333,0.36666666666666664,0.11833333333333333,0.485,0.06666666666666667,0.5833333333333334,0.13166666666666665,0.6916666666666667,0.32166666666666666,0.33,0.7633333333333333,0.43,0.5516666666666666,0.51,0.5616666666666666,0.575,0.6233333333333333,1
8,0.195,0.5333333333333333,0.36833333333333335,0.115,0.485,0.065,0.585,0.13333333333333333,0.69,0.31833333333333336,0.33,0.7633333333333333,0.43,0.5516666666666666,0.51,0.5616666666666666,0.5733333333333334,0.62,1
9,0.195,0.5333333333333333,0.36833333333333335,0.11833333333333333,0.485,0.06666666666666667,0.5833333333333334,0.13166666666666665,0.6916666666666667,0.32166666666666666,0.3283333333333333,0.7683333333333333,0.43166666666666664,0.55,0.51,0.56,0.575,0.6233333333333333,1
10,0.195,0.5333333333333333,0.36833333333333335,0.11833333333333333,0.485,0.06666666666666667,0.5833333333333334,0.13166666666666665,0.6916666666666667,0.32166666666666666,0.33,0.7633333333333333,0.43,0.5516666666666666,0.51,0.5616666666666666,0.5733333333333334,0.62,1
11,0.195,0.5333333333333333,0.36666666666666664,0.11833333333333333,0.485,0.065,0.585,0.13333333333333333,0.6916666666666667,0.32166666666666666,0.33,0.7633333333333333,0.43,0.55,0.51,0.5616666666666666,0.575,0.6216666666666667,1
12,0.195,0.5333333333333333,0.36666666666666664,0.11833333333333333,0.485,0.06666666666666667,0.585,0.13333333333333333,0.6916666666666667,0.32166666666666666,0.33,0.7633333333333333,0.43,0.5516666666666666,0.51,0.56,0.575,0.6233333333333333,1
13,0.195,0.5333333333333333,0.36666666666666664,0.11833333333333333,0.485,0.065,0.5833333333333334,0.13166666666666665,0.6916666666666667,0.32166666666666666,0.33,0.7633333333333333,0.43,0.55,0.51,0.5616666666666666,0.5733333333333334,0.62,1
14,0.195,0.5333333333333333,0.36666666666666664,0.11833333333333333,0.485,0.065,0.5833333333333334,0.13333333333333333,0.69,0.31833333333333336,0.33,0.7633333333333333,0.43,0.5516666666666666,0.51,0.5616666666666666,0.5733333333333334,0.62,1
15,0.195,0.5333333333333333,0.36666666666666664,0.11833333333333333,0.485,0.06666666666666667,0.5833333333333334,0.13166666666666665,0.6916666666666667,0.32166666666666666,0.3283333333333333,0.7683333333333333,0.43166666666666664,0.55,0.51,0.5616666666666666,0.5733333333333334,0.62,1
16,0.195,0.5333333333333333,0.36666666666666664,0.11833333333333333,0.485,0.06666666666666667,0.5833333333333334,0.13166666666666665,0.6916666666666667,0.32166666666666666,0.3283333333333333,0.7683333333333333,0.43166666666666664,0.55,0.51,0.5616666666666666,0.575,0.6233333333333333,1
17,0.195,0.5333333333333333,0.36666666666666664,0.11833333333333333,0.485,0.06666666666666667,0.5833333333333334,0.13166666666666665,0.6916666666666667,0.32166666666666666,0.33,0.7633333333333333,0.43,0.55,0.51,0.5616666666666666,0.575,0.6233333333333333,1
18,0.195,0.5333333333333333,0.36666666666666664,0.11833333333333333,0.485,0.065,0.585,0.13333333333333333,0.6916666666666667,0.32166666666666666,0.33,0.7633333333333333,0.43,0.55,0.51,0.5616666666666666,0.575,0.6233333333333333,1
19,0.195,0.5333333333333333,0.36666666666666664,0.11833333333333333,0.485,0.06666666666666667,0.5833333333333334,0.13166666666666665,0.6916666666666667,0.32166666666666666,0.33,0.7633333333333333,0.43,0.5516666666666666,0.51,0.5616666666666666,0.575,0.6233333333333333,1
20,0.195,0.5333333333333333,0.36666666666666664,0.11833333333333333,0.485,0.065,0.5866666666666667,0.135,0.6883333333333334,0.31666666666666665,0.33,0.7633333333333333,0.43,0.5516666666666666,0.51,0.5616666666666666,0.575,0.6233333333333333,1
21,0.195,0.5333333333333333,0.36666666666666664,0.11833333333333333,0.485,0.06666666666666667,0.585,0.135,0.6916666666666667,0.32166666666666666,0.3283333333333333,0.7683333333333333,0.43,0.5516666666666666,0.51,0.5616666666666666,0.575,0.6233333333333333,1
22,0.195,0.5333333333333333,0.36666666666666664,0.11833333333333333,0.485,0.06666666666666667,0.585,0.13166666666666665,0.6916666666666667,0.32166666666666666,0.33,0.7633333333333333,0.43,0.55,0.51,0.5616666666666666,0.575,0.6233333333333333,1
23,0.195,0.5333333333333333,0.36666666666666664,0.11833333333333333,0.485,0.065,0.5816666666666667,0.13,0.6916666666666667,0.32166666666666666,0.3283333333333333,0.7683333333333333,0.43,0.5516666666666666,0.51,0.56,0.575,0.6233333333333333,1
24,0.195,0.5333333333333333,0.36666666666666664,0.11666666666666667,0.485,0.06666666666666667,0.5833333333333334,0.13333333333333333,0.6916666666666667,0.32166666666666666,0.3283333333333333,0.7683333333333333,0.43,0.55,0.51,0.5616666666666666,0.575,0.6233333333333333,1
25,0.195,0.5333333333333333,0.36666666666666664,0.11833333333333333,0.485,0.06666666666666667,0.585,0.13166666666666665,0.6916666666666667,0.32166666666666666,0.33,0.7633333333333333,0.43,0.5516666666666666,0.51,0.5616666666666666,0.575,0.6233333333333333,1
26,0.195,0.5333333333333333,0.36666666666666664,0.11833333333333333,0.485,0.06666666666666667,0.585,0.13333333333333333,0.6916666666666667,0.32166666666666666,0.33,0.7633333333333333,0.43,0.55,0.51,0.5616666666666666,0.575,0.6233333333333333,1
27,0.195,0.5333333333333333,0.36666666666666664,0.11833333333333333,0.485,0.06666666666666667,0.5866666666666667,0.135,0.6916666666666667,0.32166666666666666,0.33,0.7633333333333333,0.43166666666666664,0.55,0.51,0.56,0.575,0.6233333333333333,1
28,0.195,0.5333333333333333,0.36666666666666664,0.11833333333333333,0.485,0.065,0.5816666666666667,0.13,0.6916666666666667,0.32166666666666666,0.3283333333333333,0.7683333333333333,0.43,0.55,0.51,0.5616666666666666,0.5733333333333334,0.62,1
29,0.195,0.5333333333333333,0.36833333333333335,0.115,0.485,0.065,0.585,0.13333333333333333,0.6916666666666667,0.32166666666666666,0.3283333333333333,0.7683333333333333,0.43,0.5516666666666666,0.51,0.5616666666666666,0.575,0.6233333333333333,1
30,0.195,0.5333333333333333,0.36666666666666664,0.11833333333333333,0.485,0.065,0.5866666666666667,0.135,0.6916666666666667,0.32166666666666666,0.3283333333333333,0.7683333333333333,0.43166666666666664,0.55,0.51,0.5616666666666666,0.575,0.6233333333333333,1
31,0.19666666666666666,0.53,0.36666666666666664,0.11833333333333333,0.485,0.06666666666666667,0.585,0.13166666666666665,0.6916666666666667,0.32166666666666666,0.3283333333333333,0.7683333333333333,0.43,0.55,0.51,0.5616666666666666,0.575,0.6233333333333333,1
32,0.19666666666666666,0.53,0.36833333333333335,0.115,0.485,0.065,0.585,0.13166666666666665,0.6916666666666667,0.32166666666666666,0.3283333333333333,0.7683333333333333,0.43,0.55,0.51,0.5616666666666666,0.575,0.6233333333333333,1
33,0.195,0.5333333333333333,0.36833333333333335,0.115,0.485,0.065,0.585,0.13166666666666665,0.6916666666666667,0.32166666666666666,0.3283333333333333,0.7683333333333333,0.43,0.55,0.51,0.5616666666666666,0.575,0.6233333333333333,1
